raw.41_Ctrl_60_MB_02	raw.43_Ctrl_60_MUB_02	raw.45_Ctrl_60_cyt_02	raw.47_Ctrl_60_cytUB_02	raw.13_Ctrl_5_cyt_02	raw.14_Ctrl_5_MB_02	raw.01_Ctrl_5_cyt_01	raw.02_Ctrl_5_MB_01	raw.05_Ctrl_15_cyt_01	raw.06_Ctrl_15_MB_01	raw.17_Ctrl_5_cyt_03	raw.18_Ctrl_5_MB_03	raw.21_Ctrl_15_cyt_02	raw.22_Ctrl_15_MB_02	raw.25_Ctrl_15_cyt_03	raw.26_Ctrl_15_MB_03	raw.29_Ctrl_60_cyt_03	raw.30_Ctrl_60_MB_03	raw.33_Ctrl_60_cytUB_01	raw.35_Ctrl_60_MUB_01	raw.37_Ctrl_60_cyt_01	raw.39_Ctrl_60_MB_01
chr1_2486570_2486642_+	0	3	2	7	2	1	2	0	2	0	1	0	1	1	2	2	1	0	2	1	0	0
chr6_11353871_11353921_-	0	5	0	6	0	1	1	0	2	2	5	4	1	5	2	0	2	1	4	0	3	0
chr1_267379113_267379115_-	0	7	2	9	3	7	1	2	8	4	1	1	2	7	5	7	6	2	3	1	2	1
chr18_29280425_29280513_+	3	10	8	33	2	4	2	0	4	2	1	0	2	4	2	1	1	1	7	3	4	2
chr3_170226995_170226997_-	4	10	1	25	0	9	1	3	3	8	0	0	2	9	1	6	2	4	9	2	2	6
chr12_19853106_19853109_-	0	4	0	8	0	2	3	1	0	4	4	5	1	1	4	7	2	2	3	0	2	1
chr3_8229855_8229937_-	0	5	0	6	1	0	2	1	0	2	2	1	2	2	2	5	0	0	1	2	1	2
chr4_156763288_156763375_+	0	2	1	5	4	2	0	1	5	0	1	0	4	0	3	1	0	0	3	1	0	1
chr16_23667284_23667287_+	0	9	0	32	11	2	7	1	5	4	11	7	28	22	2	2	5	1	7	2	13	3
chr6_14100547_14100548_-	0	1	0	2	1	0	1	0	0	0	2	0	4	0	2	0	0	2	3	1	1	0
chr3_123872015_123872027_+	0	2	0	17	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	1	3	0
chr3_108110095_108110096_+	0	4	0	2	0	0	1	0	1	2	0	0	4	1	0	2	0	1	0	1	0	0
chr4_87797059_87797070_-	0	6	1	7	2	2	1	3	4	0	5	1	6	2	4	4	3	0	3	1	3	0
chr15_35907967_35908001_+	1	4	3	19	7	4	5	2	6	3	8	0	12	2	13	2	7	3	9	1	7	1
chr9_58278438_58278468_+	1	3	1	14	1	0	3	5	2	1	1	0	2	1	2	1	3	0	4	1	1	2
chr8_53972873_53972942_-	0	5	2	7	3	1	1	1	1	1	2	2	1	3	0	2	1	0	5	1	1	2
chr10_105339214_105339217_-	0	5	0	13	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3	0	4	0
chr19_11458440_11458511_+	0	3	0	3	2	5	1	5	3	10	2	3	0	17	1	3	2	3	2	3	2	1
chr16_80404821_80404912_+	0	4	1	3	1	2	2	0	4	2	4	1	5	1	1	5	0	0	8	1	2	2
chr13_88276487_88276501_-	1	13	0	9	0	3	0	2	1	4	1	3	2	9	1	2	1	1	1	5	2	6
chr13_92662036_92662134_+	0	5	0	10	3	1	1	1	3	1	1	2	3	1	5	2	3	1	3	2	4	2
chr5_166730167_166730169_+	1	5	0	4	0	0	0	0	1	2	1	1	0	3	0	2	0	1	1	2	1	0
chr6_49362439_49362538_-	0	5	0	11	2	2	1	1	4	3	2	1	5	5	7	3	3	2	3	2	5	1
chr7_101161227_101161283_-	1	2	1	6	1	0	1	0	2	3	4	1	3	0	2	0	0	1	7	1	3	0
chr17_4889634_4889723_+	0	4	1	4	0	2	1	5	0	6	0	1	3	5	2	4	0	0	1	4	0	2
chr13_78002354_78002369_-	0	2	0	11	1	0	0	1	1	0	10	0	2	1	3	1	0	0	3	0	3	0
chr8_77319339_77319366_+	0	0	1	6	4	1	3	2	2	3	2	2	2	1	0	1	4	4	5	1	2	0
chr4_186838989_186839012_+	1	7	3	9	2	0	0	2	5	5	4	1	1	2	0	4	4	1	4	5	4	1
chr10_45246461_45246474_+	0	1	0	11	2	0	1	0	0	1	3	2	3	2	2	0	3	3	1	0	1	0
chr10_93121761_93121840_+	0	5	0	12	2	3	1	0	2	2	5	0	2	3	0	2	0	0	1	2	4	0
chr2_107681964_107682032_+	1	4	1	8	0	0	1	0	4	2	7	1	3	1	1	3	1	0	4	1	0	2
chr1_249370333_249370334_+	0	3	0	3	0	0	0	0	0	0	1	2	1	8	0	1	0	1	0	1	0	0
chr10_91080815_91080865_-	1	11	4	29	2	1	1	3	1	2	1	1	4	2	9	5	3	0	4	3	6	3
chr11_68759224_68759229_-	1	5	1	6	0	1	0	1	0	0	0	3	0	6	1	4	1	0	1	3	0	1
chr13_87143306_87143367_-	2	13	2	18	3	3	5	2	0	2	3	3	9	1	2	2	4	3	5	3	3	6
chr5_119525321_119525363_-	0	3	2	4	6	1	1	1	1	1	0	0	0	2	1	2	1	0	3	3	0	1
chr10_9069333_9069409_-	1	0	0	21	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	1	2	1
chrX_85302590_85302600_-	0	6	2	7	0	1	2	3	1	6	2	3	0	7	1	9	3	3	2	2	1	1
chr2_127751261_127751263_+	0	0	1	6	1	0	0	0	0	1	3	2	3	2	1	2	1	1	3	2	1	0
chr6_124486610_124486611_+	0	9	4	17	7	5	3	5	13	8	9	9	14	13	9	11	5	4	10	7	10	7
chr19_52044179_52044232_-	0	5	0	11	2	0	2	1	0	1	1	1	2	1	4	2	1	2	2	2	2	3
chr1_96959561_96959563_+	2	9	1	7	1	4	1	3	3	5	5	12	3	11	2	11	0	5	6	8	0	11
chr3_145300701_145300755_+	0	3	3	16	6	6	13	9	18	12	18	4	9	11	18	11	10	6	9	2	6	3
chr7_45316522_45316583_+	0	1	1	6	4	1	3	0	1	0	3	0	4	0	3	0	2	0	3	0	0	0
chr3_120583104_120583105_+	2	15	0	2	2	11	0	16	0	22	1	12	1	18	0	19	1	12	3	5	0	7
chr3_3437347_3437354_+	0	3	0	4	1	2	0	0	1	4	3	3	3	0	2	3	2	2	1	1	1	0
chr3_54658650_54658740_+	0	2	0	6	0	2	0	1	0	1	3	2	2	2	0	1	0	1	6	2	3	3
chr6_134148474_134148476_+	0	2	0	4	0	2	0	0	0	0	1	2	1	2	3	1	0	0	3	2	1	2
chr1_208427953_208427954_-	0	3	0	3	0	1	0	0	1	0	1	2	0	0	1	1	0	0	3	1	2	0
chr12_36559993_36559995_+	0	6	2	12	1	2	0	1	3	1	2	5	3	7	2	2	1	2	1	3	1	2
chr15_24694202_24694205_-	0	3	2	6	2	3	2	4	4	3	6	5	2	4	4	4	3	2	8	2	3	2
chr6_91275664_91275667_+	0	12	4	13	2	5	3	4	3	3	5	3	5	5	5	6	1	2	4	1	2	2
chr3_36659829_36659842_+	0	2	0	6	0	1	0	0	2	3	5	2	2	3	1	3	0	0	2	1	1	1
chr17_85857997_85858066_+	0	2	0	5	7	2	0	1	2	1	2	0	7	1	5	0	3	0	4	0	2	0
chr9_22234643_22234645_-	0	1	0	8	1	2	0	0	1	0	2	0	2	1	0	0	0	0	1	1	0	1
chr14_14954628_14954636_+	0	2	0	4	0	0	0	1	1	1	4	1	7	3	0	0	1	0	1	0	0	0
chr15_3828874_3828876_-	0	1	0	7	3	0	1	0	2	0	1	2	4	1	0	2	1	2	1	1	1	0
chr13_87392894_87392896_+	0	2	0	4	5	4	2	3	9	0	2	3	5	4	4	5	0	3	1	0	0	0
chr14_20378690_20378692_-	0	1	0	7	0	0	0	0	0	0	1	2	0	8	0	0	0	0	1	1	1	0
chr5_130739103_130739104_+	0	1	0	6	5	1	0	1	4	1	4	3	5	5	2	3	4	0	4	2	3	1
chr8_115657767_115657777_+	0	1	0	4	0	0	2	0	1	2	2	3	4	3	2	1	0	0	4	0	0	1
chr10_27474049_27474050_-	0	2	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
chr4_3630296_3630297_-	0	3	0	9	0	1	0	0	1	0	0	0	0	0	0	1	0	0	3	0	2	1
chr10_91033749_91033750_-	0	4	0	2	1	0	0	0	0	3	2	1	0	1	0	0	0	0	1	0	0	0
chr10_59473988_59473991_+	2	12	3	19	2	2	0	1	2	2	1	2	1	1	3	4	3	3	8	0	3	3
chr16_23608003_23608051_+	2	7	4	28	5	2	2	0	6	0	7	3	8	5	2	1	5	0	20	0	13	1
chr1_186201081_186201087_-	0	3	3	9	0	0	0	0	3	1	3	1	0	1	3	1	2	0	3	2	1	0
chr1_208425026_208425027_-	0	3	2	19	0	1	0	0	0	0	1	1	3	0	0	0	1	0	8	0	7	1
chr1_36105813_36105814_-	0	2	0	6	2	0	1	1	5	0	5	1	2	2	3	2	1	0	2	1	1	1
chr5_22498931_22499006_+	0	4	4	41	10	0	8	0	7	4	12	2	13	1	6	3	6	2	7	0	4	3
chr5_14737966_14737979_+	0	5	0	4	0	1	0	1	3	3	5	7	2	2	3	3	1	0	3	2	2	2
chr11_67291150_67291154_-	0	14	0	14	5	5	2	2	2	4	6	9	5	12	3	9	3	7	2	2	2	6
chr16_23666015_23666029_+	3	15	3	24	0	2	0	2	1	4	21	13	18	25	3	5	2	1	9	4	7	7
chr3_5850356_5850374_-	0	1	0	1	0	0	1	1	1	1	3	2	1	5	3	3	0	1	3	3	0	2
chr3_149099664_149099721_+	1	2	2	16	3	1	2	1	4	2	2	2	6	0	2	2	1	2	5	2	2	2
chr5_130554649_130554742_-	0	2	2	7	7	1	7	1	9	1	18	1	12	3	7	3	9	3	5	1	2	0
chr9_29466566_29466568_-	0	2	2	11	5	0	0	0	3	1	1	1	3	2	1	3	0	0	3	3	1	2
chr3_159381412_159381477_-	0	2	2	9	2	2	2	1	5	2	1	0	4	8	5	1	2	3	2	5	3	0
chr8_64534701_64534785_-	4	15	2	17	7	4	2	4	5	8	6	7	9	10	4	10	2	6	8	2	3	5
chr1_35857537_35857632_-	1	9	4	15	4	2	3	2	3	4	7	0	8	2	3	7	4	2	4	2	2	2
chr3_6369685_6369737_-	0	6	3	12	2	1	2	2	4	1	2	2	4	5	5	0	0	3	5	1	4	0
chrX_48753371_48753372_-	0	3	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	1	0	1
chr16_54237714_54237769_+	1	13	19	82	61	5	36	7	53	11	62	6	73	5	92	15	48	7	32	1	23	5
chr10_494907_494974_-	0	2	0	4	0	2	0	3	1	6	0	4	1	7	1	9	1	1	1	3	1	1
chr17_27130429_27130479_-	0	3	1	7	2	1	3	2	5	1	3	0	2	3	5	6	2	1	2	2	0	2
chr2_180526997_180527028_+	0	1	1	10	0	3	0	0	0	0	5	0	2	2	4	1	0	1	3	0	0	1
chr9_39087932_39087933_+	0	5	1	9	1	1	2	1	1	2	1	2	1	3	2	4	0	0	3	3	1	4
chr9_61833684_61833779_+	5	40	18	55	24	19	17	12	32	23	17	14	26	23	35	25	24	20	19	8	20	8
chr4_118178626_118178627_+	0	3	0	4	1	0	0	1	2	1	1	1	1	1	2	0	1	0	1	1	1	0
chr17_12188430_12188432_-	1	5	1	12	2	1	2	0	4	3	0	0	2	2	4	3	0	1	4	1	2	2
chr15_56211230_56211297_+	0	5	1	7	3	0	1	1	1	1	3	2	2	0	0	3	2	0	0	4	2	0
chr13_40540431_40540481_+	1	2	0	21	0	0	5	0	1	0	7	1	1	0	0	0	1	0	3	1	4	0
chr1_119540520_119540521_+	0	1	1	5	0	0	1	0	1	0	0	0	3	0	0	0	0	0	2	1	0	0
chr18_28923207_28923212_+	0	4	0	6	2	1	1	0	0	2	2	1	0	1	1	0	2	1	5	1	0	4
chr10_99166711_99166771_+	0	5	0	6	2	0	0	0	0	0	8	3	4	6	0	0	0	1	4	0	1	2
chr11_52095923_52095925_-	0	2	0	2	0	3	0	1	0	0	4	4	4	4	2	1	1	0	2	0	0	0
chr1_198866136_198866139_+	0	1	0	5	1	0	1	0	1	0	1	0	1	0	3	1	1	1	3	1	2	0
chr3_4493957_4493974_+	0	2	0	9	3	1	1	0	4	0	5	2	1	0	2	4	0	0	0	0	0	0
chr14_83807744_83807796_-	1	5	0	21	3	0	1	1	3	0	13	0	11	2	4	1	0	0	3	0	4	0
chr5_82904748_82904836_-	2	5	1	14	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	1	1	1
chr10_36653876_36653952_+	0	5	0	12	2	0	1	1	4	0	7	0	5	1	1	2	3	1	2	0	1	2
chrX_51306221_51306275_+	1	22	12	44	15	14	16	17	18	20	10	2	18	13	17	16	9	3	13	10	15	10
chr11_68375509_68375524_-	1	5	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0
chr13_75348924_75348926_+	0	2	2	7	2	1	0	0	0	2	2	3	2	7	1	1	0	0	2	3	1	0
chr9_19631290_19631294_+	0	6	1	14	0	0	0	0	1	1	2	2	2	5	0	1	2	0	1	1	2	1
chr5_145426411_145426435_+	10	75	51	133	64	18	42	30	80	40	75	43	63	45	104	68	81	33	69	39	43	36
chr11_85474467_85474477_+	0	2	0	4	2	0	1	0	2	1	1	1	2	1	1	2	2	2	3	0	0	1
chr17_16314591_16314592_-	0	6	0	6	0	0	0	0	0	1	0	2	3	0	1	0	0	0	1	1	2	0
chr1_130785249_130785250_-	1	4	1	7	1	1	0	0	0	3	1	2	0	1	0	1	0	1	2	3	2	0
chr8_56834187_56834190_+	1	4	3	6	1	0	0	0	0	0	3	0	0	0	0	2	0	0	7	4	3	0
chr20_25358050_25358051_-	0	4	0	2	0	0	0	0	2	1	0	0	1	4	2	3	0	0	1	0	0	0
chr3_3420894_3420959_-	0	5	0	6	1	1	2	1	1	1	3	2	6	1	4	4	3	4	1	0	1	0
chr8_114124788_114124886_+	0	12	0	4	0	0	0	1	1	6	2	1	3	8	0	6	0	0	0	1	0	2
chrX_158923008_158923011_+	0	4	1	5	1	2	1	0	4	1	5	0	6	0	6	3	3	0	2	1	1	0
chr15_56753763_56753831_+	0	11	14	33	27	10	17	5	33	10	8	4	24	10	18	9	11	7	19	9	11	7
chr8_48080655_48080658_+	0	4	0	4	0	1	0	1	1	4	0	5	3	3	2	4	0	1	1	2	1	1
chr4_3630039_3630040_-	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0
chr15_32998197_32998198_+	1	4	1	11	2	0	0	2	2	2	0	1	1	2	1	0	0	1	4	1	1	2
chr4_20909025_20909073_+	1	11	0	3	2	3	0	2	0	3	4	5	1	8	1	3	1	1	0	5	1	3
chr9_39087943_39087944_+	1	3	1	3	0	1	0	1	0	0	0	3	5	0	0	3	1	0	5	3	2	0
chr6_100780223_100780305_-	0	5	0	5	1	0	0	1	0	4	0	2	3	2	0	3	0	0	1	0	0	1
chr1_213021259_213021346_+	0	4	0	4	0	1	1	1	0	1	5	0	1	3	1	0	2	2	1	2	1	1
chr15_25674552_25674554_-	0	3	0	3	2	3	0	2	1	8	2	9	0	2	0	5	0	2	3	0	1	0
chr5_138603679_138603761_-	0	5	3	15	1	2	0	0	3	0	2	3	1	1	3	2	2	0	4	1	4	0
chrX_12565214_12565215_-	2	4	0	9	2	1	0	2	2	2	1	1	1	2	1	4	2	1	6	3	3	3
chr11_60169527_60169540_-	3	22	0	9	1	8	3	10	2	11	14	38	14	54	1	10	4	3	8	11	7	16
chr14_7904683_7904684_-	0	2	1	6	0	3	1	1	3	1	0	3	1	2	0	7	1	1	1	3	0	1
chr6_25200218_25200278_+	0	4	3	14	3	3	1	1	0	1	6	1	12	3	5	4	4	1	5	1	4	0
chr9_47177506_47177507_+	0	1	0	1	1	1	1	0	1	1	0	0	2	0	1	0	0	1	8	4	4	3
chr4_171444899_171444901_-	0	5	0	1	2	2	0	1	0	2	1	2	1	2	0	4	1	1	2	2	0	2
chr6_107545826_107545827_-	0	3	0	3	0	1	0	0	0	0	2	1	1	1	0	0	0	0	1	0	0	0
chr6_108963643_108963685_-	1	6	0	5	0	0	2	2	1	3	2	2	4	5	2	5	0	0	4	1	2	1
chr14_97908562_97908566_+	0	6	6	26	3	0	1	0	1	1	2	2	4	2	7	7	5	2	3	1	3	0
chr6_3098216_3098287_-	0	0	0	12	0	3	1	1	2	1	0	1	1	2	0	0	1	0	3	1	3	0
chr1_213379099_213379195_-	1	15	3	31	3	4	4	4	5	5	3	3	2	4	7	6	1	6	7	0	5	4
chr3_54685946_54685980_+	1	8	0	6	1	2	0	3	0	3	2	2	2	1	0	0	2	3	0	3	2	0
chr1_201353217_201353222_+	0	4	0	7	0	2	1	1	0	2	0	1	0	5	0	3	0	2	1	0	1	0
chrX_58442044_58442046_+	0	3	0	1	1	0	0	1	2	2	5	2	3	6	4	1	1	2	1	4	0	2
chr20_45176907_45176968_-	1	0	0	3	0	2	1	0	1	1	1	2	5	2	0	2	1	0	5	1	0	0
chr10_48460984_48461073_+	0	3	0	3	1	2	3	1	2	1	3	3	2	0	1	2	1	0	1	0	0	0
chr17_20909539_20909620_-	1	7	1	12	6	9	9	10	13	17	18	16	12	13	16	14	6	12	4	5	5	4
chr2_79416146_79416205_+	1	16	1	12	2	21	0	5	0	13	1	9	3	15	1	10	4	3	2	5	0	9
chr3_58357482_58357500_+	2	14	6	46	9	2	3	0	12	2	18	6	19	9	11	3	4	0	13	3	14	5
chr13_50630763_50630768_+	0	2	0	3	1	0	2	1	1	1	6	4	5	4	0	0	0	1	1	2	1	0
chr6_79728078_79728106_-	0	15	2	14	3	9	0	5	4	16	2	11	5	10	4	11	0	8	1	1	1	3
chr7_89936466_89936481_-	0	3	0	10	0	0	0	0	1	0	1	2	2	0	0	1	0	1	1	2	3	0
chr1_245417934_245417942_-	0	2	2	6	4	1	0	0	3	0	7	7	6	7	4	3	0	1	2	4	0	1
chr7_117002885_117002898_+	0	2	4	17	0	2	0	0	2	1	4	2	3	0	1	2	2	2	5	1	3	0
chr13_80214433_80214434_-	0	1	0	5	0	1	0	0	0	0	1	2	1	2	0	2	0	0	5	0	1	1
chr5_118155088_118155123_+	0	10	4	40	3	0	4	1	3	2	20	15	22	17	13	3	6	3	13	2	9	8
chr6_3885530_3885534_+	0	2	0	3	3	0	0	1	0	0	1	1	4	2	2	2	0	0	2	1	1	0
chr2_197901001_197901002_+	0	4	2	7	0	1	1	0	1	0	0	0	1	1	3	0	0	1	2	2	1	0
chr2_52460848_52460850_+	0	5	0	6	1	0	0	0	0	2	0	2	1	6	0	0	0	0	1	0	0	1
chr5_59972372_59972373_-	0	4	0	7	0	0	2	0	0	1	4	2	2	2	3	1	1	1	1	0	1	0
chr3_50411585_50411668_-	1	11	3	22	14	2	11	7	20	6	8	1	7	6	16	7	12	3	14	5	19	3
chr7_88268149_88268150_-	0	3	0	2	1	1	0	1	0	2	1	0	1	2	1	0	0	2	2	1	1	0
chrX_124502835_124502836_+	0	9	0	13	1	1	1	3	0	2	0	2	3	7	1	1	1	0	2	0	3	1
chrX_26317249_26317324_-	0	2	1	10	1	0	1	0	3	0	3	0	5	0	2	2	2	1	1	0	0	0
chr5_138602354_138602366_-	0	3	0	8	1	1	0	0	3	1	5	0	1	3	1	1	0	1	1	0	0	1
chr7_33360948_33361031_+	0	2	1	6	4	0	1	0	3	0	1	1	1	0	4	0	1	0	4	0	1	0
chr3_126410472_126410497_+	0	11	1	37	7	0	1	3	3	3	5	9	10	6	9	1	4	5	7	0	5	5
chr15_56197647_56197648_+	0	6	0	7	2	0	1	0	1	1	1	0	1	1	1	1	0	0	2	0	2	0
chr8_20153049_20153133_-	0	2	1	11	2	3	1	2	1	2	9	6	9	1	4	2	1	2	3	0	2	0
chr1_64072269_64072344_-	0	6	1	9	1	0	0	1	3	2	2	0	2	0	1	0	0	2	1	0	1	0
chr17_11494313_11494317_-	0	5	0	7	0	0	0	0	0	1	0	5	1	7	0	0	0	0	3	1	3	1
chr3_146791565_146791567_-	0	2	1	16	1	0	1	0	2	1	2	2	4	2	2	0	3	3	4	1	4	1
chr8_63764593_63764678_+	0	0	0	3	3	1	1	1	2	4	2	2	5	1	7	5	1	2	5	1	2	0
chr16_55215287_55215344_-	0	0	0	13	0	0	0	0	0	0	2	0	3	1	0	1	0	0	2	0	0	1
chr18_79056357_79056359_+	1	15	0	11	1	1	0	0	0	4	1	1	0	3	1	2	0	4	6	0	4	3
chr8_30940220_30940222_-	0	10	0	3	0	1	0	2	2	8	2	2	0	10	0	4	1	6	0	3	2	0
chr11_64633895_64633906_-	3	14	0	11	2	0	1	3	0	5	4	13	3	20	2	4	1	0	6	3	4	5
chr10_93507532_93507533_+	0	2	1	5	2	0	3	0	4	2	7	4	7	1	5	2	4	1	3	1	1	0
chr3_143557320_143557322_+	0	6	2	8	0	7	0	5	0	3	0	8	0	8	1	7	2	6	1	3	1	1
chr1_36095518_36095520_-	0	1	0	5	1	0	0	0	0	0	2	0	2	0	1	0	1	0	3	0	1	0
chr1_128852657_128852658_+	1	3	0	4	1	1	0	0	0	1	5	2	2	0	2	4	0	2	3	2	1	1
chr8_113115373_113115438_-	0	2	0	11	5	0	3	0	0	3	3	0	6	2	3	2	1	0	3	0	2	1
chr1_95651453_95651454_+	1	7	0	5	0	2	0	0	0	3	1	3	2	6	0	1	0	1	1	1	0	1
chr1_111112718_111112723_-	0	2	0	6	3	3	3	0	2	3	2	2	4	4	3	3	0	0	6	2	1	4
chr1_95647855_95647856_+	0	5	0	6	1	1	0	0	0	1	1	0	0	6	0	0	0	1	1	0	0	1
chr3_149103455_149103478_+	2	4	0	22	2	4	0	3	2	1	7	8	3	5	8	3	2	1	8	4	7	4
chr5_166727812_166727841_+	2	38	0	12	2	12	0	10	1	20	2	13	4	21	3	27	0	13	0	2	2	4
chr7_62876289_62876342_-	0	4	3	14	9	5	4	1	6	4	6	0	8	5	8	3	4	2	5	1	3	1
chr18_16393347_16393444_+	0	1	0	6	2	2	0	0	3	1	4	2	0	5	6	1	0	1	3	2	3	0
chr14_86997712_86997716_-	0	3	0	0	0	1	0	2	0	4	0	6	0	5	1	3	0	1	1	2	0	0
chr3_53514682_53514774_+	1	1	3	11	3	4	4	1	4	3	6	1	2	2	7	4	2	2	10	3	5	1
chr13_93348174_93348178_+	1	1	0	27	1	0	1	0	1	0	1	0	5	2	1	0	0	0	6	0	2	2
chr7_137707197_137707199_-	1	10	5	18	2	1	1	4	4	6	1	0	6	1	1	8	1	3	4	3	3	2
chr1_209282691_209282697_-	0	1	3	15	1	1	1	1	1	0	7	5	3	2	0	2	1	0	2	1	0	0
chr18_6630120_6630123_-	1	19	0	44	1	0	0	2	0	0	6	16	11	26	0	0	0	0	5	6	9	11
chr20_3762944_3762958_-	1	6	2	13	1	3	1	0	2	4	9	2	4	3	3	8	6	0	6	3	7	0
chr17_59718070_59718071_+	0	9	1	6	1	0	1	1	3	3	3	0	1	3	2	1	0	4	1	4	3	1
chr1_69466672_69466673_-	0	3	1	5	0	0	1	0	0	3	0	4	2	5	0	3	0	2	4	1	1	1
chr8_21123647_21123648_-	0	5	0	4	0	2	0	1	1	0	4	0	0	2	0	1	0	0	3	3	2	3
chr5_25099760_25099793_-	2	10	0	15	3	3	0	5	1	7	4	15	2	19	2	1	3	2	4	2	2	5
chr13_78259248_78259313_+	0	3	2	11	8	0	2	1	5	6	6	2	4	3	7	5	2	3	7	0	1	2
chr1_209303485_209303537_+	0	5	0	2	0	3	0	7	0	14	4	7	1	14	1	14	2	5	1	8	2	4
chr5_121808862_121808957_-	1	15	8	19	8	8	6	20	10	16	7	10	14	12	9	23	7	9	10	8	11	3
chr3_107783579_107783674_+	0	6	1	4	0	0	0	0	2	1	0	0	1	3	1	3	0	3	2	1	1	0
chr9_65226282_65226283_+	0	2	1	8	3	0	0	1	3	1	3	0	1	1	1	0	0	0	3	0	1	0
chr8_47646314_47646321_-	1	10	2	13	1	0	1	1	1	1	2	2	2	4	2	2	2	1	3	3	4	2
chr15_32745245_32745308_-	3	35	23	57	28	10	12	9	20	17	17	3	19	18	19	10	14	6	21	7	20	6
chr10_89523223_89523236_+	0	4	0	9	0	0	0	0	2	2	0	2	1	1	1	1	1	0	6	2	7	1
chr6_96463300_96463317_+	0	1	0	4	0	0	0	0	0	0	2	0	2	2	2	0	1	1	5	0	2	0
chr3_40027606_40027616_-	0	2	0	11	1	0	0	0	0	0	4	1	1	2	2	0	0	0	1	1	2	0
chr12_1257651_1257652_-	0	4	1	4	2	3	0	6	0	6	1	1	2	6	0	8	0	1	2	5	1	3
chr12_33317825_33317826_+	0	1	1	6	0	0	0	0	1	0	1	0	0	0	2	0	1	0	1	2	0	0
chr19_39966533_39966609_+	0	3	1	10	3	1	2	2	1	1	5	1	5	2	1	1	2	0	3	0	2	0
chr5_82256935_82257033_-	0	3	1	20	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	5	0
chr10_75879363_75879411_+	2	12	1	34	12	8	5	2	15	13	10	17	22	19	12	14	8	9	14	9	17	12
chr1_245418981_245418983_-	0	4	0	6	1	1	1	0	2	2	3	6	3	5	1	3	0	1	3	3	1	4
chr17_11102190_11102191_+	1	2	0	10	3	1	3	0	0	0	0	0	2	2	5	3	0	2	4	2	3	1
chr4_7018763_7018764_+	1	6	2	9	1	6	3	3	3	2	2	2	4	3	4	10	4	2	10	0	2	2
chr4_22335052_22335060_-	0	1	1	15	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	1	1	1
chr15_86984461_86984466_-	2	6	0	10	5	5	11	4	6	3	17	14	7	11	8	5	6	6	7	7	8	4
chr1_265561568_265561631_-	1	8	3	18	5	0	2	2	4	4	2	1	6	2	4	4	2	1	4	1	1	3
chr3_25513116_25513121_-	0	3	1	9	1	0	0	2	0	1	1	4	0	4	0	0	2	1	5	4	1	5
chr8_77308160_77308166_+	4	17	8	34	7	5	2	9	10	8	7	5	20	11	13	14	9	3	11	4	7	5
chr18_28290242_28290256_-	0	1	0	6	0	1	1	1	0	1	1	5	1	4	1	2	0	3	2	2	1	1
chr11_65684281_65684374_-	0	6	7	31	7	7	1	2	8	3	14	3	8	7	15	3	10	3	7	1	7	0
chrX_8269627_8269715_-	1	10	1	5	1	6	0	3	4	8	3	4	1	9	1	10	0	2	3	3	1	3
chr10_75904939_75904947_+	0	3	3	15	5	0	1	0	5	0	2	0	1	2	8	0	4	1	5	1	1	2
chr8_108188156_108188157_+	1	3	0	8	0	1	0	0	0	0	4	2	1	1	0	0	1	0	3	2	1	2
chr1_186041882_186041906_-	0	1	1	7	4	1	1	0	1	0	4	0	11	0	7	0	1	0	3	1	0	1
chr1_186458563_186458564_-	2	21	11	27	5	5	0	2	6	7	3	2	6	10	6	11	1	3	9	5	3	6
chr2_74684722_74684778_+	0	2	0	15	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	2	3	2
chr14_20380616_20380619_-	3	11	0	19	4	4	1	3	3	3	9	22	11	28	5	5	2	3	7	8	8	8
chr1_119540117_119540119_+	0	2	2	11	1	0	1	1	4	0	1	0	2	0	5	0	1	0	5	3	5	0
chr20_43962212_43962287_+	1	2	2	12	2	1	3	0	3	0	1	0	2	4	3	0	1	0	5	3	3	1
chr16_37139387_37139401_+	0	0	1	12	2	0	1	0	2	1	3	1	3	0	3	1	4	0	3	1	2	0
chrX_41509638_41509728_+	4	12	15	61	38	9	10	7	42	15	26	6	38	14	51	7	24	10	21	6	22	0
chr8_4650031_4650087_-	0	22	14	42	13	10	10	6	11	8	19	17	21	15	27	17	19	8	15	9	14	9
chr18_85723143_85723150_-	0	0	1	8	1	0	1	1	0	0	0	0	0	1	1	0	1	1	4	0	0	0
chr10_94641383_94641422_+	0	6	0	7	3	1	2	0	1	0	5	0	2	1	0	1	1	1	3	0	2	1
chr2_144360365_144360371_+	0	3	1	18	1	3	3	2	2	1	3	1	11	2	2	3	2	0	7	2	5	4
